Date,Open,High,Low,Close,Adj Close,Volume
24/12/2010,21.9,22,21.85,21.950001,20.230272,10826496
28/12/2010,21.9,21.950001,21.75,21.9,20.184189,15953600
29/12/2010,21.950001,22.200001,21.9,22.049999,20.322439,24665722
30/12/2010,22.299999,22.299999,22.049999,22.200001,20.460682,16080410
31/12/2010,22.299999,22.299999,21.65,21.85,20.138105,9596693
3/1/2011,22.1,22.299999,22,22.25,20.506765,13705173
4/1/2011,22.799999,22.799999,22.35,22.549999,20.78326,26916819
5/1/2011,22.6,22.6,22.35,22.450001,20.691097,24733753
6/1/2011,22.65,22.65,22.200001,22.299999,20.552847,27148821
7/1/2011,22.35,22.450001,22.15,22.299999,20.552847,26760325
10/1/2011,22.299999,22.299999,21.75,21.75,20.045942,41090320
11/1/2011,21.799999,21.85,21.6,21.700001,19.999857,38631111
12/1/2011,21.700001,21.700001,21.200001,21.450001,19.769447,51594412
13/1/2011,21.65,21.85,21.6,21.75,20.045942,51894290
14/1/2011,21.75,21.75,21.35,21.4,19.723362,42996316
17/1/2011,21.4,21.5,21,21.200001,19.539032,42672095
18/1/2011,21.200001,21.450001,21.1,21.15,19.492949,27095600
19/1/2011,21.450001,21.799999,21.35,21.75,20.045942,46643105
20/1/2011,21.549999,21.950001,21.549999,21.75,20.045942,36944669
21/1/2011,21.65,21.799999,21.6,21.6,19.907696,19082580
24/1/2011,21.799999,22.1,21.6,21.9,20.184189,31604657
25/1/2011,21.9,22,21.65,21.799999,20.092022,17308848
26/1/2011,21.9,21.950001,21.5,21.700001,19.999857,15574800
27/1/2011,21.950001,22,21.799999,21.9,20.184189,20100338
28/1/2011,22,22,20.799999,21.65,19.953775,18614425
31/1/2011,21.450001,21.65,21.299999,21.450001,19.769447,27054564
1/2/2011,21.450001,21.65,21.299999,21.5,19.815529,19244687
2/2/2011,21.65,21.75,21.5,21.6,19.907696,14623381
7/2/2011,21.9,22.049999,21.85,22,20.276356,40023172
8/2/2011,22.1,22.450001,22,22.4,20.645012,35337898
9/2/2011,22.5,22.5,22,22.049999,20.322439,47666371
10/2/2011,22.049999,22.450001,22,22.049999,20.322439,47867000
11/2/2011,22.35,22.6,22.200001,22.450001,20.691097,42156075
14/2/2011,22.15,22.450001,22.15,22.4,20.645012,24880077
15/2/2011,22.4,22.5,22.35,22.450001,20.691097,20133304
16/2/2011,22.5,22.5,22.049999,22.15,20.414602,14047991
17/2/2011,22.15,22.200001,21.799999,21.85,20.138105,25005151
18/2/2011,22,22.049999,21.700001,21.799999,20.092022,18877811
21/2/2011,21.799999,21.799999,21.549999,21.65,19.953775,24000367
22/2/2011,21.5,21.6,21.299999,21.5,19.815529,15120699
23/2/2011,21.549999,21.6,21.299999,21.35,19.67728,16645527
